 n_tokens_content, n_unique_tokens, num_hrefs, num_imgs, num_videos, data_channel_is_entertainment, data_channel_is_bus, data_channel_is_tech, is_weekend, global_subjectivity, global_sentiment_polarity, title_subjectivity, shares, avg_positive_polarity, title_sentiment_polarity
568,0.530726256,16,9,0,0,0,0,0,0.553684807,0.363594104,0.5,1500,0.521387521,0
1147,0.394995531,24,15,0,0,0,0,0,0.55984354,0.29755106,1,11000,0.491189203,0.4
312,0.580858084,7,1,0,0,1,0,0,0.437514029,0.008754209,0,1000,0.377272727,0
533,0.582205028,14,1,0,1,0,0,0,0.437961005,0.108210007,0.583333333,881,0.339033189,0.25
615,0.449081802,2,1,0,0,0,1,0,0.380830281,0.178769841,0.3,2400,0.385079365,0.3
186,0.71910112,4,1,0,0,0,0,0,0.305492424,0.171174242,0,635,0.263344988,0
186,0.473118277,10,5,1,0,0,0,0,0.579857398,0.259447415,0,1300,0.372077922,0
654,0.499229583,5,1,0,0,0,0,0,0.401311953,0.156134597,0,574,0.350961538,0
480,0.54255319,7,1,1,1,0,0,0,0.359623656,0.152069892,0,1700,0.315877193,0
2541,0.394458028,9,1,73,1,0,0,0,0.39056012,0.146922999,0.85,1300,0.376593661,0.45
322,0.722033896,6,0,21,0,0,0,0,0.548695652,0.023324275,0,7000,0.534444444,0
201,0.569148933,1,1,0,0,1,0,0,0.369444444,0.154861111,0,983,0.22037037,0
344,0.618768327,8,0,1,0,1,0,0,0.41596844,0.201270772,0.5,544,0.313863636,0.136363636
574,0.52733686,6,0,0,0,0,1,0,0.494251884,0.180152637,0,1400,0.379067398,0
427,0.489411764,4,1,0,0,1,0,0,0.501335979,0.131183862,1,957,0.376470588,0
1130,0.520295202,33,0,10,1,0,0,0,0.431687905,0.172546593,0.8,366,0.405111833,-0.7
170,0.715976327,3,5,0,0,0,0,0,0.475555556,0.12,0.666666667,2500,0.375,0.375
216,0.598086122,12,0,1,0,0,0,0,0.503030303,0.078787879,0,2500,0.7625,0
959,0.502188183,3,0,26,0,0,0,0,0.452271393,-0.009898535,0.3,434,0.425046962,-0.5
320,0.56289308,2,9,0,1,0,0,0,0.564583333,0.20375,0,1400,0.425,0
199,0.553846151,1,1,0,1,0,0,0,0.374901186,0.038339921,0.427272727,1400,0.288181818,-0.131818182
397,0.463806969,3,1,0,0,1,0,0,0.353722783,0.041714927,0.227272727,632,0.308167388,0.068181818
284,0.571942444,5,1,1,1,0,0,0,0.485544218,0.118664966,0,886,0.479591837,0
708,0.463309352,11,1,1,0,0,0,0,0.520998446,0.144910645,0,2300,0.330460606,0
653,0.468253968,12,8,0,1,0,0,0,0.411734694,0.089795918,0,303,0.421031746,0
182,0.575418991,3,1,1,0,1,0,0,0.521969697,0.01155303,0.583333333,790,0.37962963,0.416666667
86,0.694117639,6,4,0,0,0,0,0,0.524761905,0.02,0.85,3200,0.3,-0.4
309,0.655737703,9,1,1,0,0,0,0,0.482804233,0.068783069,0,3300,0.36875,0
619,0.474464579,8,1,0,0,0,1,0,0.454349817,0.030517399,0.666666667,951,0.394444444,0
206,0.605714282,4,1,0,0,0,0,0,0.444126984,0.190952381,0,1200,0.409183673,0
336,0.54925373,3,1,0,0,0,1,0,0.412666667,0.191333333,0,827,0.411428571,0
2258,0.389237668,29,11,0,0,0,0,0,0.444958325,0.141513181,0,2200,0.387726181,0
131,0.682926824,6,0,7,1,0,0,0,0.542424242,0.041477273,0.454545455,424,0.345454545,0.136363636
315,0.565495206,6,1,0,1,0,0,0,0.459989648,0.220134576,0,356,0.364206349,0
1063,0.367248062,4,11,0,0,0,1,0,0.441883054,0.225562549,0.575,919,0.396318517,0.3875
172,0.607142854,1,1,0,1,0,0,0,0.576151122,0.277125148,0,4300,0.360930736,0
289,0.695817488,4,0,22,0,0,0,0,0.522564103,0.048517628,0.216666667,2300,0.485,0.116666667
82,0.75308641,4,0,0,0,0,0,0,0.472222222,0.125,0.5,41600,0.3125,0.25
101,0.72277227,5,1,0,0,0,0,0,0.611695951,0.34499618,0.591666667,30400,0.616942149,0.425
377,0.559681696,4,1,0,0,1,0,0,0.430616883,0.125768398,0,2200,0.241229437,0
205,0.62926829,5,1,0,0,0,0,0,0.460714286,0.19702381,0.2,2700,0.374166667,0.1
286,0.605633801,7,1,0,0,0,1,0,0.390372671,0.114026915,0.333333333,2800,0.288392857,0.25
138,0.681481476,3,0,1,0,0,0,0,0.562632275,0.296891534,0,3900,0.469642857,0
175,0.680232554,4,1,0,0,1,0,0,0.329166667,0.195833333,0,984,0.303846154,0
434,0.461716936,4,12,0,0,0,0,0,0.511284722,0.177604167,1,1400,0.469090909,0.55
804,0.507575757,17,1,0,0,0,0,0,0.454847619,0.085441558,0,1100,0.352072697,0
329,0.583072098,11,1,0,0,0,0,0,0.365806878,0.022585979,0.166666667,1500,0.328846154,0.125
562,0.534759357,9,0,0,1,0,0,0,0.417046917,0.099164912,0,967,0.349242424,0
120,0.76666666,4,0,0,0,1,0,0,0.399768519,0.175484007,0.375,989,0.364718615,-0.125
858,0.468339306,24,1,0,0,0,1,0,0.46702381,0.098365801,0,1100,0.40454932,0
537,0.482824427,7,1,1,0,1,0,0,0.419538961,0.092621212,0,3500,0.351166234,0
263,0.520325201,1,1,0,0,1,0,0,0.278911565,0.086111111,0.333333333,523,0.288541667,0.25
2476,0.387413159,42,1,10,0,0,1,0,0.413773467,0.107625694,0.066666667,6600,0.370607639,0.033333333
316,0.541139239,4,1,0,0,0,0,0,0.462261504,-0.164315376,0.85,2100,0.270707071,-0.6
135,0.755725185,5,0,1,0,0,0,0,0.600937951,0.194805195,0,1300,0.407857143,0
560,0.503610107,13,1,0,0,0,0,0,0.452108707,0.131723005,0,4900,0.440243506,0
680,0.479999999,11,0,1,1,0,0,0,0.402944972,0.168111056,0.333333333,3600,0.384448052,0.25
210,0.626794255,8,0,0,0,0,1,0,0.518526786,0.204017857,0.65,1600,0.392428571,0.25
252,0.551587299,3,1,1,0,0,0,0,0.49375,0.129791667,0,2000,0.317857143,0
354,0.526011559,9,1,0,0,0,0,0,0.486010101,0.146136364,0,1600,0.440782828,0
194,0.685863871,5,1,0,0,0,0,0,0.637037037,0.284444444,0.65,654,0.496969697,0.35
480,0.529284164,4,17,0,0,0,0,0,0.530621025,0.259371493,0,1300,0.464319891,0
111,0.75675675,3,1,0,1,0,0,0,0.4,0.160795455,0,3800,0.445454545,0
553,0.478021977,5,1,0,0,1,0,0,0.54768887,0.300635386,0,1800,0.418247694,0
828,0.493842364,9,1,0,0,0,0,0,0.479695595,0.067874665,0,2300,0.279044913,0
494,0.549180327,6,1,0,0,0,1,0,0.476265814,0.111402816,0,1500,0.330826376,0
368,0.712574848,5,0,21,0,0,0,0,0.539747475,0.087152778,0.625,1100,0.455833333,0
295,0.579335791,3,1,0,0,1,0,0,0.406221896,0.045635386,0,2000,0.258863636,0
211,0.674641145,4,1,0,1,0,0,0,0.444385027,-0.033645276,0.4,1400,0.30995671,0.1
330,0.533333332,3,1,0,0,0,0,0,0.365227273,-0.019848485,0,589,0.263920455,0
116,0.752212383,4,0,0,0,1,0,0,0.404166667,0.183333333,0.375,430,0.414583333,-0.125
215,0.661835746,9,0,0,0,0,1,0,0.430744949,0.100126263,0,4500,0.373636364,0
486,0.531049249,4,1,17,0,0,0,0,0.499159035,0.073569139,0.7,4600,0.309162415,0.368181818
215,0.704225349,4,5,1,0,0,0,0,0.42979634,-0.025139381,0,633,0.355519481,0
464,0.525862068,4,0,1,0,0,0,0,0.456989128,0.202030451,0.1,2100,0.350405844,0
446,0.56321839,10,1,0,0,0,0,0,0.472315258,0.098697501,0,4000,0.396717172,0
243,0.63786008,6,0,0,0,0,0,0,0.451251431,0.028484351,0.727272727,1500,0.365426997,-0.181818182
171,0.64880952,5,1,0,0,0,0,0,0.476010101,0.061414141,0,1300,0.242424242,0
171,0.571428568,3,0,1,0,1,0,0,0.506129477,0.274793388,0.454545455,1100,0.322272727,0.136363636
345,0.664536739,39,1,0,0,0,0,0,0.580555556,0.21328125,0,655,0.5625,0
0,0,0,4,0,0,0,0,0,0,0,0,2600,0,0
143,0.692857138,4,1,0,0,1,0,0,0.466666667,0.249583333,0,589,0.343981481,0
441,0.490783409,5,1,1,0,0,0,0,0.36317878,0.158961798,0,1100,0.282510823,0
303,0.604095561,7,1,8,0,0,0,0,0.592753623,0.190942029,0,6600,0.413541667,0
422,0.578406168,43,1,0,0,0,0,0,0.607444005,0.259903382,0.3,790,0.672027972,1
334,0.546583849,6,1,0,0,0,0,0,0.284109731,0.072101449,0.333333333,1100,0.254166667,0.166666667
322,0.57413249,5,0,1,0,0,1,0,0.381006494,0.210795455,0,1500,0.381666667,0
757,0.494638069,16,8,0,0,0,0,0,0.557668788,0.262119438,0,773,0.460982143,0
501,0.498981669,9,1,0,0,0,0,0,0.43391208,0.14448825,0.3,642,0.372978543,1
586,0.458188153,6,1,0,0,0,0,0,0.427026568,0.167543078,0.2,3200,0.35260101,0.1
879,0.41871345,19,12,0,0,0,0,0,0.419976159,0.189838603,0.446666667,3600,0.356858586,0.253333333
296,0.528957527,34,11,0,0,0,0,0,0.595044092,0.280066138,1,13600,0.438714286,0.25
189,0.628571425,15,10,1,0,0,0,0,0.658333333,-0.043402778,0,1900,0.307142857,0
861,0.458576429,15,1,0,0,0,0,0,0.472350961,0.23174391,0,1300,0.474242424,0
241,0.53112033,16,11,0,0,0,0,0,0.517836257,0.209576023,0.5,399,0.5,0.1875
89,0.75280898,0,0,1,0,0,0,0,0.592380952,0.084761905,0.5,2200,0.402380952,0.5
68,0.838235282,3,0,0,0,0,0,0,0.433333333,0.083333333,0,2600,0.5,0
314,0.674193546,8,1,0,0,0,0,0,0.470075758,0.156960227,0,3500,0.331818182,0
127,0.719999994,4,0,1,0,0,0,0,0.376010101,0.056414141,0,7300,0.239393939,0
335,0.61801242,26,1,0,0,1,0,0,0.482438017,0.171384298,0,1600,0.340746753,0
1176,0.415595544,23,1,0,0,1,0,0,0.415273353,0.129931049,0.066666667,4500,0.325751292,0.033333333
211,0.597087376,9,0,1,1,0,0,0,0.3875,0.225,0,1900,0.38,0
436,0.54079254,3,0,0,0,0,1,0,0.307017797,0.089052429,0,2600,0.305614973,0
793,0.458974358,12,1,0,0,0,1,0,0.337093074,0.101138528,0,1600,0.228805916,0
1573,0.400511836,8,1,0,0,0,0,0,0.454371223,0.125822153,0.2,4500,0.36789899,0.2
311,0.533762056,4,1,1,1,0,0,0,0.62002442,0.27032967,0,1400,0.539285714,0
788,0.535475234,20,11,0,0,0,0,0,0.438653199,0.085892256,0.9,1400,0.340830721,0
210,0.624390241,3,1,2,0,0,0,0,0.398333333,0.195,0,533,0.397222222,0
202,0.808290151,9,0,0,1,0,0,1,0.477272727,0.079442149,0,1400,0.285037879,0
574,0.492753622,4,6,0,1,0,0,1,0.458311688,0.128909732,0,2100,0.453929924,0
539,0.48224299,10,8,0,0,0,1,1,0.500674825,0.207468975,0,5900,0.347393321,0
192,0.683060106,5,0,1,0,0,0,1,0.402002165,0.178517316,0.0625,1800,0.462738095,0
214,0.676328499,6,0,0,0,0,0,1,0.315816327,0.132142857,0,3200,0.4,0
580,0.537234042,8,1,0,0,0,0,1,0.499515993,0.103506418,0.333333333,1400,0.331748036,0.25
1619,0.423761118,63,1,0,0,0,0,1,0.473181911,0.209910922,0,1400,0.327440241,0
232,0.585903081,3,1,0,0,0,0,1,0.340417569,0.087775072,0.3875,4100,0.403116883,-0.15
378,0.578651684,17,1,0,0,0,1,1,0.459048822,0.136279461,0,2400,0.364225589,0
175,0.59393939,1,0,7,0,0,0,1,0.513293651,0.13953373,0.6,1200,0.36,0.3
253,0.70517928,7,0,0,0,0,1,1,0.382954545,0.152651515,0,7300,0.289880952,0
1045,0.437864077,26,1,0,0,1,0,1,0.492938128,0.23726178,0,3800,0.39398024,0
246,0.670731705,3,0,0,0,0,0,1,0.401510989,0.206089744,0,1800,0.344607843,0
418,0.633416457,19,10,1,0,0,0,1,0.557176527,0.220865801,0,785,0.451854257,0
153,0.607843133,9,10,0,0,0,0,1,0.38467366,0.06969697,0.727272727,4500,0.274545455,0.493181818
178,0.668539322,3,0,2,0,0,0,1,0.5225,0.243333333,0.425,6600,0.340277778,0.125
126,0.679999995,3,0,0,0,0,1,1,0.538411588,0.178446553,0.727272727,1200,0.289975649,0.493181818
1618,0.41625,31,1,0,0,0,0,1,0.402221124,0.179080823,0.066666667,5200,0.354692118,0.033333333
151,0.562913904,5,0,0,0,0,0,1,0.283838384,0.191919192,0,1300,0.377777778,0
1147,0.350524475,17,1,0,0,0,0,1,0.520018856,0.108396372,0,5400,0.376823177,0
746,0.434540389,21,11,0,0,0,1,1,0.492210339,0.237290553,0.5,10800,0.384182449,0.5
1189,0.365319865,11,1,0,0,0,0,1,0.455921282,0.233273996,0.8,7600,0.345626213,0.6
285,0.579505298,10,1,0,0,0,0,1,0.328517316,0.082521645,0,1900,0.335416667,0
1047,0.449612403,29,24,1,1,0,0,1,0.441008024,0.13061978,0.5,898,0.322687035,0.4
297,0.424242423,21,15,0,0,0,1,1,0.470361781,0.106159555,0.642857143,12300,0.33966034,0.214285714
323,0.554179565,6,1,0,0,0,1,1,0.515635092,0.091133271,0.642857143,2600,0.297845336,0.214285714
72,0.805555544,3,0,0,0,0,0,1,0.385744256,0.347987013,0.6,1200,0.434983766,0.5
412,0.501259445,11,5,1,1,0,0,1,0.504,0.370333333,0,2900,0.544444444,0
395,0.55154639,4,1,0,0,0,0,1,0.524614846,0.179656863,0,2600,0.444880952,0
863,0.484247374,33,30,0,0,0,0,1,0.47103024,0.086105165,0,6800,0.315822511,0
850,0.393364928,1,24,0,1,0,0,1,0.41780754,0.085087482,0.7,1400,0.320643939,-0.4
1444,0.314763231,2,24,0,0,0,1,1,0.389459325,0.080366162,0.75,1900,0.309819347,0.5
682,0.439060205,7,9,0,1,0,0,1,0.426030762,0.079230946,0,1000,0.408787879,0
0,0,0,23,0,1,0,0,1,0,0,0.066666667,5500,0,0.033333333
526,0.512621358,7,7,0,0,0,1,1,0.417121849,0.141053922,0,16600,0.231378205,0
247,0.65182186,4,0,0,0,0,0,1,0.471401515,0.23655303,0,6100,0.46547619,0
907,0.449717514,20,24,0,0,0,0,1,0.493339558,0.10226141,0.65,1800,0.365311688,0.4
1170,0.42587832,22,1,0,0,1,0,1,0.489012333,0.077405942,0,1700,0.364382625,0
54,0.907407391,1,0,1,0,0,0,1,0.383333333,0.042929293,0,2900,0.496590909,0
353,0.605113635,6,0,1,0,0,0,1,0.467886003,0.185620491,0.3,1500,0.409194215,0.2
679,0.449039881,5,24,0,0,0,0,1,0.423752834,0.168826015,0.2,3700,0.425454545,0.3
717,0.464339908,11,6,0,0,0,0,1,0.416787776,0.20981241,0.5,1500,0.43885101,0.5
222,0.597285065,6,0,0,0,0,1,1,0.515277196,0.2383466,0.5,2200,0.378276269,0
838,0.438405797,10,8,0,1,0,0,1,0.476925323,0.101657734,0,3000,0.30850387,0
163,0.699386499,3,0,2,0,0,0,1,0.585357143,0.156964286,1,3700,0.52,1
496,0.477642275,7,7,0,0,0,1,1,0.494668806,0.134265911,0.5,851,0.292357068,0.5
600,0.485714285,25,8,0,0,0,0,1,0.499139749,0.25984571,0.633333333,902,0.415539633,0.066666667
129,0.689922475,9,0,0,0,0,0,1,0.533699634,0.139239927,0,991,0.353439153,0
614,0.534999999,3,1,10,0,0,0,1,0.538014763,0.263738345,0.5,2200,0.450437288,0
295,0.598639454,4,1,0,0,0,0,1,0.496741855,0.085463659,0.675,2800,0.282034632,-0.275
48,0.854166649,4,0,0,0,0,0,1,0.5,0.375,1,825,0.375,-1
867,0.470798569,27,11,1,0,1,0,0,0.48857223,0.216881781,0,1100,0.379585273,0
191,0.632432429,3,1,0,0,1,0,0,0.482620321,0.111697861,0,736,0.305429293,0
290,0.565217389,6,1,0,0,1,0,0,0.380309396,0.080398523,0,4200,0.257305195,0
333,0.499999998,11,1,0,0,0,0,0,0.376923077,0.110897436,0,2900,0.305555556,0
113,0.776785707,5,0,0,0,1,0,0,0.465319865,0.242929293,0.375,1400,0.392171717,-0.125
264,0.618320608,1,1,0,0,0,0,0,0.325676407,0.092787247,0,2000,0.434199134,0
300,0.624573377,7,0,0,1,0,0,0,0.421325758,0.151780303,0.5,382,0.209686147,0.136363636
1684,0.420668693,8,20,1,0,0,1,0,0.530768099,0.196902912,0,1200,0.41661075,0
626,0.526058631,9,1,0,0,0,1,0,0.48085558,0.16532678,0,1200,0.325771816,0
972,0.425,3,21,0,0,0,1,0,0.406499992,0.131487629,0.6,2200,0.354969144,0.4
235,0.606986897,4,0,0,0,0,1,0,0.474856215,0.119793599,0,1000,0.288273491,0
0,0,0,0,1,0,0,0,0,0,0,1,13000,0,0.85
1308,0.426470588,4,0,34,0,0,0,0,0.504093252,0.175609267,1,1200,0.396225821,0.5
227,0.616071426,2,1,0,0,0,0,0,0.535546643,0.214379085,0.454545455,1000,0.316558442,0.136363636
153,0.653594767,3,1,0,0,0,0,0,0.326324938,0.132569198,0.227777778,3700,0.387207792,-0.055555556
458,0.54605263,8,1,0,0,0,0,0,0.377418155,0.111532738,0,1700,0.390646259,0
1063,0.481765834,15,1,0,0,1,0,0,0.440032289,0.158535068,0,1500,0.381960892,0
394,0.627551019,9,1,0,0,0,0,0,0.484468119,0.158974116,0,2100,0.333560606,0
707,0.463068181,7,1,0,0,0,0,0,0.458707925,0.009171305,0,2100,0.260193001,0
313,0.618122975,4,1,0,0,1,0,0,0.470486111,0.216145833,0.233333333,9300,0.37,0.333333333
93,0.857142848,4,0,1,0,0,0,0,0.545,0.15,0,1800,0.422,0
150,0.724137926,8,1,0,0,0,0,0,0.370238095,-0.002380952,0,1200,0.222222222,0
188,0.650537631,4,1,0,0,0,0,0,0.246666667,0.070833333,0,6400,0.119047619,0
367,0.610497236,9,1,0,0,0,1,0,0.401447811,0.185533109,0.333333333,1500,0.338787879,0.25
446,0.565610858,16,1,0,0,0,0,0,0.466413374,0.015640831,0.375,1000,0.27254329,0
106,0.826923069,2,0,1,1,0,0,0,0.456060606,0.057575758,0.4,979,0.338888889,-0.4
94,0.692307685,4,0,1,0,0,1,0,0.372727273,0.079545455,0.454545455,1700,0.174242424,0.136363636
372,0.552560645,9,1,0,0,0,1,0,0.331818182,0.079386724,0.25,1300,0.323911846,0.25
706,0.527777777,6,0,1,1,0,0,0,0.418537671,0.137987503,0,1300,0.48474026,0
973,0.414609053,23,24,0,0,0,0,0,0.436052836,0.159238539,0,12800,0.395884521,0
386,0.540682413,7,1,1,1,0,0,0,0.404928752,0.214663149,0,720,0.387462537,0
374,0.447447446,2,1,0,1,0,0,0,0.367521272,0.378080684,0,640,0.541612554,0
1069,0.434324065,15,24,0,1,0,0,0,0.402048054,0.248169192,0.5,1800,0.502790096,0.5
143,0.661971826,1,0,1,1,0,0,0,0.509444444,-0.036388889,0.5,27400,0.355555556,0.5
869,0.438026474,3,0,16,0,0,0,0,0.491922799,0.162902237,0.54,2100,0.336294524,0.16
344,0.57142857,22,10,1,0,0,0,0,0.555170401,0.171778711,0,11900,0.429107143,0
331,0.573208721,11,1,0,0,0,1,0,0.366515152,0.069058442,0.454545455,1100,0.267878788,0.136363636
159,0.692307688,6,0,1,0,1,0,0,0.493276515,0.217045455,0.516666667,1700,0.267132867,0.325
266,0.452755904,10,5,0,1,0,0,0,0.476430976,0.25959596,0.6,1400,0.389393939,0.2
227,0.701357463,6,0,1,1,0,0,0,0.319020563,0.06853355,0.454545455,658,0.271590909,0.136363636
418,0.578817733,13,1,0,1,0,0,0,0.459898589,0.213155864,0.583333333,484,0.35942029,0.416666667
510,0.537549406,7,1,0,0,0,0,0,0.339219577,0.07462963,0,1300,0.3175,0
284,0.605947953,2,11,0,0,0,1,0,0.432348485,0.181704545,0.454545455,3200,0.33946281,0.136363636
743,0.510204081,15,0,0,0,1,0,0,0.347744217,0.19011872,0.5,1200,0.378056388,0.5
350,0.57440476,4,1,0,0,1,0,0,0.44673913,0.120322793,0.75,946,0.312121212,0.375
163,0.685185181,4,1,1,0,1,0,0,0.383065347,0.093405999,0.166666667,737,0.294545455,0.125
372,0.590395479,9,1,0,0,0,0,0,0.442076649,0.062544563,0,3800,0.296843434,0
176,0.635838147,3,1,0,0,0,1,0,0.418055556,0.114583333,0.454545455,1400,0.270833333,0.136363636
226,0.600917428,7,1,0,0,0,1,0,0.496111111,0.023333333,0.066666667,1900,0.31,0
328,0.57317073,8,1,0,0,0,0,0,0.329513889,0.012847222,0,1000,0.279166667,0
215,0.535545021,8,1,1,0,0,0,0,0.161111111,0.085930736,0,1100,0.200505051,0
259,0.559999998,7,1,0,0,0,0,0,0.453383838,0.212070707,0,5800,0.330606061,0
176,0.558139532,15,1,0,0,0,0,0,0.434647817,0.153934434,0,1200,0.30959596,0
487,0.641255604,26,1,0,0,0,0,0,0.479376011,0.124340811,1,6100,0.313876341,0.5
232,0.587443944,5,1,0,0,1,0,0,0.325,0.227380952,0,2800,0.33030303,0
297,0.480565369,8,4,0,1,0,0,0,0.364583333,0.264962121,0.4,1200,0.392929293,0.1
312,0.638157893,2,0,0,0,0,1,0,0.543131571,0.104555118,0,1500,0.350419372,0
611,0.47097844,5,1,0,0,0,0,0,0.400751043,0.134184854,0,811,0.410857143,0
166,0.62650602,13,4,0,0,0,0,0,0.421666667,0.211666667,0,463,0.388095238,0
481,0.572025051,6,0,1,0,0,0,0,0.405166667,0.112854167,0.233333333,2000,0.2855,-0.083333333
476,0.528541225,9,1,0,0,1,0,0,0.347929293,0.090757576,0.4,791,0.397902098,-0.2
361,0.54570637,13,1,0,0,0,0,0,0.206845238,0.131953463,0,1100,0.307891414,0
376,0.538666665,6,1,1,1,0,0,0,0.441697105,0.076173566,0.666666667,13500,0.335272367,0.333333333
300,0.71167883,3,0,21,0,0,0,0,0.5395671,0.02283888,0.666666667,572,0.417752525,0.333333333
588,0.478339349,25,5,1,1,0,0,0,0.481510417,-0.197900391,0,9700,0.209090909,0
501,0.552845527,11,1,0,0,0,1,0,0.57209596,0.029399256,0.727272727,1400,0.309768271,-0.181818182
281,0.562043794,4,1,0,0,1,0,0,0.456628788,0.261363636,0.5,2100,0.393493761,0.5
216,0.620370367,7,1,0,0,0,0,0,0.272619048,0.114285714,0,726,0.266666667,0
2419,0.324346744,19,20,0,0,1,0,0,0.546547196,0.200688095,0,1200,0.396506594,0
817,0.552123551,40,9,0,0,0,0,0,0.528782153,0.093755583,1,1000,0.421212121,-1
489,0.530737704,9,1,0,0,0,0,0,0.403339668,0.033105269,0.525,992,0.325054113,-0.0375
2314,0.434724689,50,24,7,1,0,0,0,0.500965229,0.130621644,0.4,768,0.439817969,-0.4
479,0.412393162,36,10,0,1,0,0,0,0.458733859,-0.015395715,0.75,1400,0.397588126,-0.5
316,0.617834393,7,1,0,0,0,0,0,0.40625,0.123795244,0,4800,0.374905303,0
753,0.50600801,9,1,0,0,1,0,0,0.523731623,0.157321141,0,1000,0.417578397,0
368,0.533527695,4,1,0,0,1,0,0,0.418614719,0.323322511,0,3300,0.404121212,0
529,0.457142856,6,1,0,0,0,0,0,0.356656846,0.072699214,0.394444444,717,0.36040404,0.233333333
388,0.622691291,6,1,0,0,0,0,0,0.530625902,-0.006401515,1,1500,0.40997669,-0.7
163,0.643749996,5,1,0,0,1,0,0,0.558333333,0.059090909,0,3400,0.162121212,0
1252,0.451060359,2,31,0,0,0,0,0,0.503317027,0.204122727,0.9,1800,0.372717803,0.7
164,0.71428571,6,0,4,0,0,0,0,0.462641723,0.265589569,0,589,0.489047619,0
1088,0.350624399,8,20,1,0,0,1,0,0.435203098,0.17594451,0,5300,0.372215663,0
104,0.769230762,5,0,0,0,1,0,0,0.286666667,0.178333333,0.375,1100,0.375,-0.125
221,0.660465113,7,0,2,1,0,0,0,0.478240741,0.146759259,0.595959596,419,0.376515152,0.295454545
215,0.635467977,3,1,0,0,1,0,0,0.368627451,0.101470588,0,700,0.379166667,0
754,0.502710026,14,1,3,0,0,0,0,0.399171249,0.159854335,0.3,983,0.394009139,1
613,0.476112026,5,13,0,1,0,0,0,0.480518093,0.140562493,0.454545455,522,0.30435959,0.136363636
354,0.590257878,6,1,0,0,0,0,0,0.207017544,-0.082296651,0,671,0.127272727,0
83,0.807228906,4,0,0,0,0,0,0,0.38,0.28,0.5,2700,0.35,0.25
193,0.611398961,3,1,0,0,1,0,0,0.549019608,0.364705882,0,1000,0.520833333,0
238,0.574468083,5,1,0,0,1,0,0,0.510784314,0.250490196,0.1,1100,0.438636364,0.2
1008,0.523138832,23,1,1,0,0,0,0,0.464318014,-0.007202213,0.666666667,1000,0.34101461,-0.333333333
138,0.744525542,4,1,1,0,0,0,0,0.539393939,0.263636364,0,505,0.4875,0
205,0.643902436,4,1,0,1,0,0,0,0.413988095,0.169940476,0,676,0.346031746,0
643,0.48513302,12,7,0,0,0,1,0,0.442963287,0.162988704,0,3200,0.314746959,0
509,0.545454544,9,1,1,0,0,0,0,0.468588595,0.107945216,0,914,0.368138528,0
304,0.425675674,21,15,0,0,0,1,0,0.35484127,0.001428571,0,1800,0.185714286,0
3050,0.399662162,8,1,73,0,1,0,0,0.39520976,0.150845365,1,1700,0.375582481,0
398,0.589812331,27,1,0,0,0,0,0,0.388888889,0.232777778,0,949,0.499242424,0
295,0.604982204,4,0,12,0,0,0,0,0.685390947,0.191358025,0,597,0.471428571,0
344,0.526785713,5,1,1,1,0,0,0,0.494970716,-0.044334097,0,1300,0.287569573,0
203,0.593582885,0,1,0,0,0,1,0,0.661616162,0.15959596,0,1700,0.307272727,0
281,0.641304346,14,1,1,1,0,0,0,0.444517722,0.135457251,0.43961039,1500,0.311969697,0.138311688
210,0.608695649,8,1,3,0,1,0,0,0.55,0.341304348,0.666666667,16600,0.488235294,0.533333333
337,0.577160492,6,1,2,0,0,0,0,0.430546265,0.109336678,0,515,0.301751894,0
339,0.6635514,15,0,0,0,0,0,0,0.516059404,-0.029428211,0,744,0.346897547,0
410,0.499999999,4,6,0,0,0,1,0,0.462903226,0.153225806,0.333333333,2400,0.405208333,0.25
177,0.632768358,3,1,0,0,1,0,0,0.5075,0.063333333,0,412,0.366666667,0
205,0.620689652,4,1,0,0,1,0,0,0.322435897,0.156643357,0.75,762,0.339393939,0.375
186,0.635359113,2,1,0,0,1,0,0,0.40297619,0.182837302,0.645238095,696,0.373412698,0.461904762
244,0.663900412,4,1,0,0,1,0,0,0.480932704,0.07863046,0.613636364,843,0.248170012,0.159090909
475,0.569915253,6,1,0,0,1,0,0,0.328650794,0.081646825,0,626,0.434722222,0
231,0.591111108,2,1,0,0,0,0,0,0.423721591,-0.020123106,0,1800,0.162337662,0
655,0.465648854,6,1,0,0,0,0,0,0.317260222,0.043782813,0,596,0.338149351,0
306,0.624183004,1,1,0,0,0,0,0,0.321974026,0.026458874,0,1200,0.279224715,0
360,0.492957745,8,1,0,0,0,0,0,0.314979339,0.096900826,0,402,0.226818182,0
243,0.516528923,1,1,0,0,0,0,0,0.375372294,0.202311688,0.54,1700,0.27288961,0.16
246,0.616326528,5,0,0,0,0,1,0,0.506313131,0.168560606,0,18100,0.330371901,0
280,0.386100385,21,15,0,1,0,0,0,0.406493506,0.446103896,0.3,1800,0.644642857,1
98,0.724489789,4,0,1,0,0,0,0,0.657187257,-0.09527972,1,8200,0.295454545,-0.5
317,0.725085908,6,0,21,0,0,0,0,0.505319865,0.060027357,0,426,0.5425,0
197,0.702564099,1,1,0,0,0,0,0,0.547575758,0.173636364,0.4,1100,0.347,0.3
530,0.513618676,11,1,0,0,1,0,0,0.419683196,0.140268595,0.54,915,0.273060606,0.16
639,0.509615384,4,1,0,0,0,0,0,0.462368458,0.122002584,0,1100,0.4125,0
